Id,SalePrice
2,147871.63950487925
4,194020.64454031736
6,199715.2006158803
7,116632.62993884413
17,174972.22293477948
18,88103.17014234804
22,111651.13689287938
27,138559.3400668545
31,195963.23022252764
36,182047.7979363557
39,165379.39524065307
40,124021.89741829352
42,147686.9149864912
46,284138.7531478647
53,157990.40986352973
58,129125.66333115008
61,160034.02894357336
72,113435.0989434371
79,221514.54115941492
80,187677.75634257845
82,147351.4495509134
83,124788.52539753797
85,214258.0479493388
88,154932.3070053542
92,196044.52106427844
93,110296.82581092021
95,129928.05826971005
102,117820.04998941196
103,155914.4412466057
106,24381.027657703147
107,102350.14777176513
110,84554.06258506933
114,237522.5998643341
116,173691.5677084697
117,222625.3818314569
118,187913.1099149962
125,120041.00598134648
126,61207.76342422154
127,105395.31746756518
128,203900.83438346116
134,163572.23770875414
135,196749.81537455833
137,162202.89216034696
143,174630.1763698042
147,224139.4939598078
148,103297.30861704668
150,224676.88555068593
156,125802.54707241745
157,132246.6836838381
159,126091.35749536322
161,98791.49780968041
167,200451.41492328094
170,252842.04437618307
171,123499.4439451698
175,102388.5805510917
179,168344.0160200533
181,158964.78543531173
186,160360.35387426033
193,178881.1752101276
194,232203.77345935232
206,333871.07447631494
208,133077.50751776574
210,171285.2253653803
211,182035.85038950364
212,178838.182511413
214,320685.9220369514
215,79729.6858829403
217,208669.3575093618
222,65530.81435486267
227,152935.6812729314
228,66282.31703710451
233,323997.70808694884
235,223604.07592967944
238,163631.4338390266
241,124628.35158700298
252,207418.0376419772
253,571932.1325118898
256,164700.1045232413
257,166301.91978182644
258,67676.34193479922
259,335561.50324013806
261,210366.6897005306
263,135670.49529461865
266,127639.95530073543
267,130382.67610090727
270,204223.16740645468
271,317135.992105891
276,123790.094226807
285,188403.30490426742
288,249566.86640952807
289,157563.8003516132
290,126130.24709840969
291,111167.07080788806
292,128246.82783308113
293,200702.57252587168
294,118900.20008178789
295,136269.92319794337
304,174433.56239457056
322,230102.9386642063
326,202021.85585401137
327,220415.83250285638
328,294127.3659080614
331,186824.9170856832
332,132342.27646105213
333,412524.0107791135
335,154236.60957878595
337,91389.07039624511
342,172411.25568098063
343,208083.84436056763
347,209528.72367396555
350,165190.54485237668
352,206832.38052827353
358,218532.4084207397
359,115205.2716903364
360,147185.0356590416
368,235976.04863370862
369,471443.6309486276
373,152638.52048021392
377,122538.86982729693
383,306261.01847263565
386,202310.13900540955
387,372960.02244912856
390,278733.0975623545
391,284781.2563986394
395,163746.55727252504
397,125518.29030031804
398,339608.4342411489
401,115865.22556287865
404,132861.2903360998
408,107707.22877474688
409,274928.97883601626
410,138631.71351805876
418,199014.09621589235
422,155156.91385410074
427,185147.98316961387
431,179601.91962693003
433,232836.62055671844
437,208171.85216677072
438,190903.4299489532
442,205323.38459329912
447,126465.04227874649
459,200601.9044061855
460,151092.61805596715
464,128886.28028786776
465,161985.13647160167
467,86172.99888435518
468,162135.1048229579
474,145659.0398041266
480,145610.1914335686
481,62346.22515050939
483,225481.144182357
488,207459.80658972054
492,161914.0097327286
494,114889.24841611658
499,122586.71944546222
500,100656.8107121631
501,119531.74958182336
503,68568.36138920137
506,151129.19477488706
508,255278.56863424066
511,271064.9967491564
515,223455.63076314516
519,125112.7869271693
521,154187.9314204757
530,420554.82996848295
532,249564.78309337818
534,264123.12116842065
540,188980.3995363065
541,176896.1606626946
551,256117.5083190985
552,205254.8769435077
554,480792.2846787963
555,150989.14187135175
556,219003.5125990035
557,160320.9647054416
565,192893.33360741893
566,181804.28778205323
567,61660.56516219943
569,216863.71519657318
570,85675.70791968273
574,136776.17635039473
575,113192.94200094615
576,201840.6680756982
577,249160.12321636756
578,187914.89331688592
583,162069.17073026858
584,109440.52978822682
585,187922.71781927673
587,191202.33307044161
593,128055.39340381906
597,62665.90805488278
598,189058.81380324275
599,123527.91825837106
600,123249.5043178203
605,102175.80590592884
607,173125.61239435687
608,139356.49363607808
611,278975.8477877488
616,131036.70395182632
625,147485.41009683162
629,113883.61255063186
630,301588.04426341364
631,202851.99116034526
640,127963.46394440369
642,197549.9316316729
643,123526.674843146
646,70319.68452039652
647,143938.52492623345
655,154368.256863649
659,214183.88757060538
663,219078.18747909903
665,199425.32579229772
667,197088.24836752866
673,112183.72795637848
676,411368.73325001844
680,259886.5193734609
682,206051.60300220153
687,244027.68384437403
688,140388.21761143836
692,75400.46083364543
693,126344.4822824673
695,188511.2347606304
697,173561.85961954738
700,182509.59877000307
702,183964.3717750481
703,98207.98098069371
704,85808.18855141813
712,248221.08865987067
713,226649.878686117
717,159635.2416037044
720,290934.0333435482
721,175921.30888361484
726,72022.57729664329
733,131462.02171254554
736,82538.02212940215
738,316539.28758353554
741,176706.72888962738
743,72207.38569563127
745,377242.77029456245
750,339319.3247671416
756,195126.03376059863
757,254912.82146041445
758,159430.8675883219
760,279293.4289487954
765,248417.03923627012
775,290962.63330050465
776,262849.87093031034
780,127909.67684140755
783,109690.27734497958
790,192845.7411737882
795,281353.500752582
796,281263.19168447657
797,159108.56483114674
798,242015.9938804286
804,232934.99271127838
805,207543.90645814827
806,73249.00156303064
808,83035.7777465136
814,371880.11211795034
818,229508.5443155088
821,268794.5340258868
822,178518.77152101463
825,142324.8989189359
827,136543.33197366388
830,153434.28329900838
834,237716.88098437455
835,177031.68063673517
842,149032.59652187908
845,212889.8266423503
852,186375.2099380053
857,160479.94298694725
858,214905.55146549735
859,196237.82639513817
860,149946.33581138263
861,324875.34394809813
864,118562.13691179117
868,152659.28681401303
869,156460.934022418
872,185289.58937942376
873,83056.1610276699
885,126591.43273813068
890,233332.92022276926
895,117114.1651572435
899,117268.88367828878
906,91810.0537704581
918,120497.26448320912
923,223470.80318148504
925,186165.7771628988
927,121605.88873410202
932,87776.07418369979
933,140426.44573819696
934,100597.81941628375
942,150986.78576593683
947,84511.9875447203
948,79720.21948350687
951,174825.79706480168
957,152936.39844147558
958,221187.19258346874
959,260963.36265393905
963,248216.7920312935
967,133279.59927255777
968,185657.1522402831
971,297682.6021730439
972,143216.54898551235
976,149777.2040403094
978,63719.40784028673
979,88927.17719913053
984,306878.105641261
986,206953.91756643495
991,141816.93980331707
996,117637.27027693635
1001,211236.16552024358
1007,212952.2776092484
1008,249279.15438572248
