Id,SalePrice
2,130254.77057320357
4,155588.8077327694
6,232066.50850504078
7,126066.86908134991
17,186045.90263678032
18,91719.55231844855
22,108100.70226689873
27,157834.6378277355
31,181318.21122611547
36,173613.52941382496
39,153802.39667600513
40,121014.99636624931
42,156554.91869621145
46,233797.0850425458
53,150429.96013550402
58,131381.57089254045
61,162264.899230362
72,125887.21845388357
79,189550.68983798064
80,190113.41865332282
82,158314.81697970387
83,127509.90685908584
85,178823.19592561698
88,139966.81163085526
92,194529.42796618707
93,138357.37743484823
95,117112.64980053014
102,132795.63455030514
103,164531.9703397092
106,47726.95698587241
107,116750.45813289427
110,106609.57863767295
114,199306.70599177002
116,163916.3581395254
117,229187.7764235591
118,186764.39520250872
125,109582.7841354751
126,81343.79480523648
127,154651.61532364646
128,198305.25874559255
134,186045.01237448852
135,209783.93482202283
137,150934.64961495274
143,193785.93459818984
147,215777.16951774375
148,96393.3636248711
150,221661.20662270955
156,124895.51082241726
157,130743.96784777642
159,120260.22608409594
161,112685.6961263198
167,206171.78177452658
170,246400.19919975437
171,132430.69058634335
175,113320.4865513588
179,156831.41703145023
181,153003.5429033956
186,152653.06744973632
193,165348.4761785864
194,230047.88747995556
206,316545.74208592146
208,125253.75266525187
210,144087.38355696067
211,168209.14328226738
212,184890.78075950433
214,319777.8713993879
215,95173.53330624098
217,237747.7823517581
222,89002.54946075154
227,168573.9828281463
228,92423.95782552364
233,337860.84672448563
235,205174.1462297896
238,191566.21803339577
241,129894.9625831324
252,187877.32032621693
253,473327.68655740534
256,146364.40199644124
257,144056.68723905357
258,105361.76629777504
259,365703.28424052463
261,206313.1325982479
263,164504.81128023425
266,139357.25090805738
267,102440.29551514442
270,214007.76393378535
271,362655.36266427836
276,132937.92522201786
285,188643.48523813844
288,230136.4504418528
289,144994.9033148278
290,136334.14495098314
291,101230.236462284
292,113586.89716413383
293,276023.1361822645
294,120572.96637837213
295,145478.93221599556
304,230880.12426567238
322,252368.9549349915
326,194436.8215463154
327,214564.12659605357
328,303924.3651950116
331,179992.64131904597
332,127152.92741486084
333,457969.8468419385
335,153942.75727362366
337,119386.32256414692
342,175244.9307346919
343,191077.23789268412
347,172644.61427512547
350,101115.78103954381
352,182539.37223578859
358,218647.87862352392
359,113837.18471461236
360,127251.77694623219
368,240570.17621706083
369,418740.06805277517
373,149542.41516042603
377,109181.92070615532
383,308724.4912735142
386,187902.12696737653
387,362483.92678472877
390,330367.17519642226
391,334423.5128188061
395,164634.13663561794
397,145969.97336883328
398,348674.81431195873
401,132205.8653528794
404,132394.84780295903
408,114602.5771713396
409,258676.2489675593
410,144190.62216843004
418,197901.59193220598
422,153791.09877232782
427,186589.39284429574
431,143143.2030658722
433,208832.23613147065
437,212879.9526047789
438,184403.82622809298
442,253382.6027468779
447,128497.80374385137
459,193126.88043968377
460,145823.18321674239
464,126197.54837516829
465,172704.50071333448
467,101044.65535222985
468,139356.50705467246
474,144989.25784013933
480,146828.68642720592
481,72737.06416483579
483,231756.17026437243
488,201230.16166350554
492,165135.6909464915
494,108042.45533579784
