Id,SalePrice
2658,138144.33452514946
2718,154904.0146994654
2414,227872.87248749306
1989,117934.80860450002
625,170830.941362243
333,92703.05917184327
1327,109420.35277426292
858,162778.33118585165
95,194660.74927167385
1568,168000.2119354189
2482,156253.74798768375
1364,122346.19487067123
2584,150962.3532266849
818,231516.78590488352
2673,162412.8358888625
2089,94996.02504431436
1297,151170.38010498017
790,122503.17553226465
2616,177468.87754636668
720,194140.4982367496
222,147350.56776062754
557,121688.47836027943
1148,185537.08653567347
2766,175853.38667529228
534,185331.46062501235
1452,127982.39491984845
630,112223.6093076952
2648,130085.07822421397
125,163274.20237873762
1904,45078.566635582654
1670,113913.29334859054
756,104876.64104881509
717,227716.38568199263
1032,169979.91486592684
852,204917.23225095295
1731,185776.14463609792
2639,120630.7039610145
2071,77784.539329702
1267,123692.04201810318
1851,198022.83133754242
567,187853.9485191319
2439,203407.544970378
1898,151630.08828389383
647,169221.48281572468
2256,219513.61542538946
979,96124.09394977277
1444,219544.26375202285
2485,118285.77006756989
157,120176.93589335555
88,125868.41765405283
2003,119496.05274378353
186,207961.808535228
1425,235389.26688038034
2695,131955.95548914472
738,104251.36241969056
395,155741.08792080072
1353,164179.87020802897
1878,139710.84284580086
390,164552.7032419079
1456,231299.41381849739
1103,331970.6864194036
1387,140498.58884522785
2070,140166.64217150945
1199,180497.12480147803
2479,184292.5970571309
501,301258.2469961238
2362,96264.3942338337
1718,237915.35063882632
2188,80338.02653412058
1483,158242.87100799914
2557,77367.97081200605
437,345116.45061512175
2224,194629.23766235524
1628,170142.41039437553
397,136952.4847025202
587,203994.2542400618
2182,563232.6688406134
971,136758.26027751138
2611,150219.56443930315
1887,105132.34959713712
2399,361879.01714495907
2148,193712.22202580774
304,142050.8108233979
1997,137008.46544974222
2817,105393.81636453304
1431,204272.36497577556
427,340743.6259953107
263,128169.782448615
598,190357.35123261518
2895,233561.3749350466
687,148025.64211228688
1822,138706.10450233513
2191,96714.93552247681
179,121105.22977195734
1009,268241.2456013054
2010,124417.77333700456
1991,143995.65513612662
1411,185923.00588824676
1721,239897.18864954286
1144,196815.8859120628
593,220872.4943265131
575,310863.11752743146
1249,171590.54286382577
1604,121850.49335994806
1064,468936.3853078614
1923,159807.25526845633
1988,123062.25969332983
2325,169054.15370365736
114,207093.48674816274
2700,184612.56221350355
217,127456.22250559297
343,178751.81278131634
386,226600.52625559637
2005,115657.20540978078
2908,132801.37056631877
1814,247311.49013858443
2446,456830.2248892843
208,136696.91101750766
1679,105865.90913320506
822,309592.2652991381
6,184186.57764426694
1781,389843.89513146156
2397,317257.8392195457
2340,337868.50578393013
1618,170062.4354570647
2843,146493.4999767862
1061,353420.01269916387
2786,123947.84410405498
1935,142526.8142960847
1341,108448.42315312935
521,252584.14442418283
2136,135996.13695534322
996,199658.4127504842
227,138846.82894080548
135,191128.46958043048
1167,167753.31097317743
294,221646.802594117
1776,222617.04779592535
540,170748.83632284869
1717,252735.4263207753
2303,132899.03775227442
116,192075.52486178637
127,131822.0586014767
1371,129235.18870412675
1014,160712.43461420952
1507,104561.95391480107
702,136070.14410306283
750,151487.68581921674
261,155459.11358174932
1559,57988.67442973702
577,241832.80803296054
2812,199146.82258060834
2080,171883.5345827376
1368,108203.0243158306
2376,129546.28539061602
659,120552.58425138734
1235,140276.02749281208
332,70780.93265009548
1917,153992.24526586392
2094,231265.64071810222
1460,249471.27180908737
1471,213946.50088667235
1509,123180.93801953668
1922,130315.44447636415
433,451275.0304952863
460,264664.3771194874
1116,232280.2255474422
1137,169502.13977353805
53,157016.56061603123
2354,277243.00004245964
1475,199108.99758018684
1761,488579.9551309577
842,138560.4894499087
2739,174869.9825613396
2509,165369.85247536024
1007,202335.50261926625
2610,189959.53570071733
1952,94870.85474829473
2719,158569.0159725367
2921,86155.74546461138
1966,160600.01629406438
292,110646.23803160027
1204,188034.49628001588
1829,249598.89113702925
2419,201201.30610904866
391,146413.11066714243
798,127555.75897610578
481,199817.71678162663
193,203700.78898203708
555,110317.36180841152
899,63480.323741371554
2357,169707.82716568178
328,131400.302446727
1356,103913.48973219124
1154,110771.0534412574
1730,191760.2458246161
2249,156760.6123102057
1119,287858.8785832097
2856,152860.083062121
1394,124605.72828520581
2587,112871.46557163517
61,290036.1291982499
2661,167204.7551365557
2711,146245.03350491676
1147,187303.30451452042
757,129166.0018388679
2623,116749.79532495406
2378,133214.34928894124
1413,163329.21667528417
1722,228089.03051115054
1112,218124.45939591015
1623,189601.54068460775
1201,201510.1067711512
1513,121459.29057241505
957,394414.0970722699
1171,257649.00012614316
1145,202426.39866126765
2726,235868.8599245903
703,168782.39697635514
760,110153.99413017168
1964,160083.43223159137
2512,184124.74897150102
159,153092.48580872265
1281,168122.23393908134
468,187436.40606413758
290,118960.57506488074
665,111036.58994163494
1463,246471.77103816517
1792,225111.6689666415
923,165494.65271856188
500,285961.9849951101
1408,187140.42777094478
331,81131.38293100378
170,125196.01712042397
2192,101608.43789464026
2571,285981.6388890679
2314,168846.0526773795
2647,97574.04868802488
422,400576.4971234355
2457,356029.4197320359
1838,205265.70310813468
2805,255872.491268621
1645,154871.19980188253
1711,292504.10305237956
2825,237797.8599352074
322,311890.6809874212
2103,261091.88933957642
342,127748.43000612064
600,126293.46932736809
488,165491.05498950067
1725,309632.3228523148
2246,298451.3144741203
2847,157088.6716219653
806,239211.20192760837
530,228095.60445678586
963,198716.04740105063
2678,101701.19635460418
171,76923.4896018227
2401,420507.0244236092
805,219867.521306939
2259,230816.97947875125
1748,177596.84167290313
1361,146981.72839587746
1677,117020.59543173644
1406,151876.3216321661
2322,261625.66824272554
688,157070.2683503389
143,154181.9333255535
804,205544.62510463994
1214,166155.11452681854
2828,157091.57771822964
1999,191459.73468789883
2467,219525.87028064844
2665,159453.08642389035
1538,308083.2771243563
398,117398.8827701046
2822,170436.59788513623
2157,150998.61167199822
1856,200888.48379607627
1269,73113.9131504123
2570,128048.34611024946
2320,236898.7319017519
1517,133970.44981215437
2304,121922.79809962925
1312,93499.16302838096
2012,133988.61372957908
506,260286.21136026282
2865,207990.0171855384
2367,108483.09022049782
554,85178.86827545942
238,150962.79225698672
1954,109433.58876443746
2488,112656.3796253506
2291,72010.92461295902
1969,118037.34575395503
2725,158355.4694756958
1482,154485.1938846012
2763,207144.01997568758
503,265133.4236116729
1584,238575.63716632975
1531,143850.71532889784
2210,186601.46893383283
459,328395.60869766655
556,128944.72491031079
1347,143349.39326120337
1290,73019.24333822198
1388,99638.16698832143
1571,310912.2530410356
2754,218050.22386638832
765,154738.24299460222
2494,134760.7270914365
2870,217889.57118134914
7,256837.5995418277
1114,243807.38660123717
2418,270532.83174858533
291,139462.98082670488
18,383966.94006521394
39,384754.0956664112
1001,296418.0867376488
2442,225495.39888062922
616,124075.26753915682
2680,82710.38964764266
1414,123451.41409458651
289,170862.16038280915
40,278499.1751125944
860,137191.28189199325
409,133190.32204652758
673,166845.0446751884
2427,178863.26970407943
2036,208160.72632937902
2564,136689.0091505943
642,159110.0243240013
1008,184190.90847839497
1908,151455.23062304544
2519,202908.99133308622
1369,94095.75155440609
2855,157503.31268118013
712,107513.11501009032
1943,118434.88051643518
1958,129948.25668899537
107,167473.7357747779
2295,201290.13902952435
704,105566.08312237039
676,149638.59379870357
259,180644.35669542456
93,289614.0542051884
106,238768.28515673685
2315,170203.5861826359
1050,104694.18984728552
1095,209436.99488752452
2709,154802.09249123884
758,125109.79344696965
1496,163357.98845093825
2370,125571.79966298831
2458,293488.1669683999
2733,138965.1047791115
161,251566.1536194614
726,143138.87191521088
845,214261.01653673055
947,241573.69258755544
2232,110790.06853398927
2563,148882.70496022663
2299,164595.580770211
211,57728.92031273685
605,146436.56950400403
1478,199413.25562443538
2247,280204.07224471035
2274,213492.49134564702
2869,218840.93515397562
967,211807.7773422993
2656,117404.42505528664
667,194491.4673100472
1042,118981.41907517493
2023,155578.88396294828
2447,373229.9351153645
2055,124584.0997835912
2275,289586.98135182227
2204,168356.82565089982
1563,268823.2149741297
483,233630.5270496895
796,136925.8071169268
1526,146616.41737944685
2042,120027.71164240572
442,338401.87869076466
1693,318747.17618439114
1468,217570.70328086024
1430,189023.5582616522
2605,147420.76998160104
1529,193013.83592226895
335,154365.10692387557
1287,124184.14030401621
31,103768.73567320223
1785,305258.59881132905
82,154010.88095205184
2620,138984.44436784807
252,172965.04979792927
721,57215.71551755292
2165,197572.60996292578
2316,199515.05610463675
775,137373.0042328505
1558,83443.89278834492
17,213555.09486968684
1022,235738.16774100822
925,113891.72207970773
438,282813.84528895654
1270,142603.63193993675
1272,141018.92085104476
215,146366.44959184044
266,224549.85231407895
2402,290700.10500637477
1250,146956.91319458841
1984,128705.0344831988
1279,150431.59541243923
377,253286.85468994657
1252,75308.04689036976
2156,263399.4103084394
499,323122.90651739814
1374,118837.31799883393
2898,247504.28107048466
401,119241.19331469905
2721,134825.06604975872
2078,223780.4819956632
2589,121008.82741737153
1946,213517.38103083827
1334,118204.46176207496
2781,208353.97195825842
431,382346.46792773146
576,206801.89958681772
1474,211877.48677930757
2254,142473.62641909
2155,270532.34095075127
885,85163.28295544864
643,135772.044589577
1944,128446.62780379332
480,196303.31409261757
2845,98502.84524569145
2387,318414.93747740355
2407,230965.70142698078
2527,166013.95820766597
2514,157741.8088890777
629,120672.88107319741
80,212328.37040030424
1876,143721.0691914771
1546,119886.13703070043
2518,180297.92715770507
2347,171495.56736670298
783,241606.85248943348
1322,18654.748319719976
194,91744.47235613212
1770,298695.3539840239
2143,137175.8592153539
1229,215723.14090653203
511,285923.44570978254
46,253143.7125041768
1348,175608.46980962774
2465,217844.7196491305
387,231617.48784888175
873,225591.22868903677
1918,125108.74712227439
2764,238364.34338594798
2184,119548.90083390861
934,147831.69156628262
1920,135131.41651848156
2631,143216.461280803
1768,516006.1467754158
2040,117900.9160826411
1749,215190.064844251
834,258046.52140491985
1457,230065.77597913652
79,107021.37837293572
2302,138466.8120537059
1817,158392.60858225322
2755,239497.47725495207
359,175695.4647064995
2059,105650.00229638105
2092,234423.98795067106
2516,223998.77597609017
150,121164.86662036917
1656,139629.8746734602
83,96219.21122045745
2411,193799.785897063
795,75782.2336997319
2312,215856.96071644302
2917,120365.3187337698
1624,190501.4617673311
2215,299226.9764977202
1211,157237.58787144398
1485,158034.8955564646
1024,185517.81718094336
570,203848.61565971017
2874,138993.4451058681
700,136229.40985486368
2756,226992.0916260166
2022,181113.35920988565
583,228967.94737047254
2392,363774.4242693285
2424,168603.49993292
212,108150.9925386475
736,127538.73356618434
1610,162415.001602449
890,119699.11831707909
467,177421.97654201166
578,212440.81751844456
1747,202953.92536070236
1149,157267.15413306313
2758,273436.8556337042
857,140756.40276214769
2219,258714.55437509838
733,102369.63008107399
2909,111749.99569719538
1798,252127.5932077406
235,118207.90110856743
2366,129321.60708040625
1027,135283.27900063997
1195,135000.29710663724
1303,43859.866036518186
148,187209.24797471898
608,166127.62252948133
2515,200750.0341683576
821,254458.52162997687
2500,272578.12588255375
745,103319.1674764749
741,133872.93767580917
1611,107052.54495965577
2532,126774.12055796255
1081,215246.70483423196
1692,418930.4005988563
2520,188149.5401178022
276,91849.54682196643
1992,142235.89615185972
663,32694.01427936129
418,118323.26302156108
1733,206341.08480516344
2359,151882.46631051443
253,187680.6128160346
1518,185635.47448751298
2035,144509.80807153953
2919,75548.94163708622
1540,226914.27924106052
2120,144068.5331781987
1674,166138.78705987218
256,149722.84372341904
2361,92185.74026963123
