PredProb,Week_Of_Year
0.044170538908234205,24
0.044170538908234205,24
0.044170538908234205,24
0.044170538908234205,24
0.044170538908234205,24
0.044170538908234205,24
0.044170538908234205,24
0.044170538908234205,24
0.00410145624386236,25
0.00410145624386236,25
0.00410145624386236,25
0.00410145624386236,25
0.00410145624386236,25
0.00410145624386236,25
0.00410145624386236,25
0.00410145624386236,25
0.03381172017761729,26
0.03381172017761729,26
0.03381172017761729,26
0.03381172017761729,26
0.03381172017761729,26
0.03381172017761729,26
0.03381172017761729,26
0.03381172017761729,26
0.016863577535934506,27
0.016863577535934506,27
0.016863577535934506,27
0.016863577535934506,27
0.016863577535934506,27
0.016863577535934506,27
0.016863577535934506,27
0.016863577535934506,27
0.0,27
0.0,27
0.0,27
0.0,27
0.0,27
0.0,27
0.0,27
0.0,27
0.012461139213665293,28
0.02125888585364255,28
0.012461139213665293,28
0.012461139213665293,28
0.012461139213665293,28
0.012461139213665293,28
0.012461139213665293,28
0.012461139213665293,28
0.15270255742464603,29
0.17090222777371433,29
0.1201450139918132,29
0.1201450139918132,29
0.1201450139918132,29
0.16621451163931217,29
0.16621451163931217,29
0.16621451163931217,29
0.374126306963728,30
0.3667217007180805,30
0.3596224484492553,30
0.35488288322503764,30
0.35488288322503764,30
0.37644874932266675,30
0.37644874932266675,30
0.37644874932266675,30
0.2380627083119373,30
0.2380627083119373,30
0.2380627083119373,30
0.2591026318072808,30
0.2591026318072808,30
0.22206508759287436,30
0.2232891330381497,30
0.2232891330381497,30
0.23439475039161695,30
0.23439475039161695,30
0.23439475039161695,30
0.24130145798829322,30
0.2555860302836496,30
0.22238592847359245,30
0.22134743088596534,30
0.22134743088596534,30
0.23763350006797293,30
0.23763350006797293,30
0.23763350006797293,30
0.409482996982656,31
0.405033060643653,31
0.42305128331846187,31
0.3973511944539057,31
0.3973511944539057,31
0.42124510512851443,31
0.42124510512851443,31
0.42124510512851443,31
0.5244377731747949,31
0.519987836835792,31
0.5380060595106009,31
0.5015440650943941,31
0.5015440650943941,31
0.5361998813206533,31
0.5361998813206533,31
0.5361998813206533,31
0.6187843683679429,32
0.6243462440616167,32
0.6187843683679429,32
0.535851878946592,32
0.535851878946592,32
0.6187843683679429,32
0.6187843683679429,32
0.6187843683679429,32
0.6074409181796256,32
0.6130027938732994,32
0.6074409181796256,32
0.5224570451224384,32
0.5224570451224384,32
0.6074409181796256,32
0.6074409181796256,32
0.6074409181796256,32
0.5824518108616084,33
0.46967380027752403,33
0.6052548085091514,33
0.4799295939567665,33
0.4799295939567665,33
0.5824518108616084,33
0.5824518108616084,33
0.5824518108616084,33
0.7458577297938832,33
0.6320606408927675,33
0.7458577297938832,33
0.5949212504323912,33
0.5949212504323912,33
0.7458577297938832,33
0.7458577297938832,33
0.7458577297938832,33
0.8347263043702756,34
0.8347263043702756,34
0.8347263043702756,34
0.8347263043702756,34
0.8347263043702756,34
0.8347263043702756,34
0.8347263043702756,34
0.6610786575963616,34
0.8542614488527436,34
0.6650368615856401,34
0.6650368615856401,34
0.8478546375876428,34
0.8478546375876428,34
0.8478546375876428,34
0.6596319737778918,35
0.6596319737778918,35
0.6596319737778918,35
0.6596319737778918,35
0.6453544667270812,35
0.6456643007429814,35
0.508026484024229,35
0.508026484024229,35
0.508026484024229,35
0.6453544667270812,35
0.6453544667270812,35
0.6355009497729067,35
0.621223442722096,35
0.6133505306686605,35
0.4779417192205211,35
0.4779417192205211,35
0.4779417192205211,35
0.621223442722096,35
0.621223442722096,35
0.7884462007880323,36
0.7884462007880323,36
0.7884462007880323,36
0.7884462007880323,36
0.7884462007880323,36
0.7884462007880323,36
0.7884462007880323,36
0.7884462007880323,36
0.655958379650463,36
0.7884462007880323,36
0.6147725844453986,36
0.6147725844453986,36
0.7884462007880323,36
0.7884462007880323,36
0.6147725844453986,36
0.7894502665475105,36
0.659222742337888,36
0.7894502665475105,36
0.6135607359816636,36
0.6135607359816636,36
0.7894502665475105,36
0.7894502665475105,36
0.6135607359816636,36
0.40070387187714923,37
0.40070387187714923,37
0.40070387187714923,37
0.40070387187714923,37
0.40070387187714923,37
0.40070387187714923,37
0.40070387187714923,37
0.40070387187714923,37
0.40070387187714923,37
0.40070387187714923,37
0.5003735578894815,37
0.40070387187714923,37
0.5213787486247999,37
0.5213787486247999,37
0.5213787486247999,37
0.40070387187714923,37
0.40070387187714923,37
0.3365374638326316,38
0.3199888485944445,38
0.33720968134754103,38
0.3261174427156977,38
0.3261174427156977,38
0.3427180678474967,38
0.3427180678474967,38
0.3427180678474967,38
0.3734488413918986,38
0.2364185420922448,38
0.24690297492935742,38
0.23136345889521975,38
0.23136345889521975,38
0.3796294454067637,38
0.3796294454067637,38
0.3796294454067637,38
0.37732962071145415,40
0.37732962071145415,40
0.37024972450152815,40
0.37732962071145415,40
0.37732962071145415,40
0.3835102247263192,40
0.3835102247263192,40
0.3835102247263192,40
0.01973247346802058,22
0.01973247346802058,22
0.01973247346802058,22
0.01973247346802058,22
0.01973247346802058,22
0.01973247346802058,22
0.01973247346802058,22
0.01973247346802058,22
0.0005048228272093086,23
0.0005048228272093086,23
0.0005048228272093086,23
0.0005048228272093086,23
0.0005048228272093086,23
0.0005048228272093086,23
0.0005048228272093086,23
0.0005048228272093086,23
0.0018235713310994187,24
0.0018235713310994187,24
0.0018235713310994187,24
0.0018235713310994187,24
0.0018235713310994187,24
0.0018235713310994187,24
0.0018235713310994187,24
0.0018235713310994187,24
0.058460981733920815,25
0.058460981733920815,25
0.058460981733920815,25
0.058460981733920815,25
0.058460981733920815,25
0.058460981733920815,25
0.058460981733920815,25
0.058460981733920815,25
0.00952470076823444,26
0.00952470076823444,26
0.00952470076823444,26
0.00952470076823444,26
0.00952470076823444,26
0.00952470076823444,26
0.00952470076823444,26
0.00952470076823444,26
0.0025032084652571096,26
0.0025032084652571096,26
0.0025032084652571096,26
0.0025032084652571096,26
0.0025032084652571096,26
0.0025032084652571096,26
0.0025032084652571096,26
0.0025032084652571096,26
0.011607841106823944,26
0.011607841106823944,26
0.011607841106823944,26
0.011607841106823944,26
0.011607841106823944,26
0.011607841106823944,26
0.011607841106823944,26
0.011607841106823944,26
0.1136532522777987,28
0.15133073057464688,28
0.10953746474031575,28
0.10953746474031575,28
0.10953746474031575,28
0.12693259809632884,28
0.12693259809632884,28
0.12693259809632884,28
0.08517113605557197,28
0.08517113605557197,28
0.08517113605557197,28
0.08517113605557197,28
0.08517113605557197,28
0.08517113605557197,28
0.08517113605557197,28
0.08517113605557197,28
0.08517113605557197,28
0.08517113605557197,28
0.12284861435242016,28
0.12284861435242016,28
0.12284861435242016,28
0.12284861435242016,28
0.12284861435242016,28
0.08105534851808903,28
0.08105534851808903,28
0.08105534851808903,28
0.0984504818741021,28
0.0984504818741021,28
0.0984504818741021,28
0.07202424619304428,28
0.10129828681521387,28
0.06790845865556133,28
0.06790845865556133,28
0.06790845865556133,28
0.08530359201157442,28
0.08530359201157442,28
0.08530359201157442,28
0.39276157053738076,29
0.41467938633510726,29
0.33908931001967557,29
0.33908931001967557,29
0.33908931001967557,29
0.39722382072708073,29
0.39722382072708073,29
0.39722382072708073,29
0.46484012654381784,29
0.46484012654381784,29
0.46484012654381784,29
0.46484012654381784,29
0.46484012654381784,29
0.46484012654381784,29
0.46484012654381784,29
0.46484012654381784,29
0.4975143256156073,29
0.4975143256156073,29
0.411911082351181,29
0.411911082351181,29
0.411911082351181,29
0.47061983185297473,29
0.47061983185297473,29
0.47061983185297473,29
0.39990589159844087,30
0.4119347679212303,30
0.3875059256362736,30
0.3812103798422492,30
0.3812103798422492,30
0.39648586380299683,30
0.39648586380299683,30
0.39648586380299683,30
0.46126582816391115,30
0.4585940451954382,30
0.453979119189135,30
0.442515682203016,30
0.442515682203016,30
0.46126582816391115,30
0.46126582816391115,30
0.46126582816391115,30
0.47828065260596303,30
0.47560886963749,30
0.4709939436311869,30
0.4595305066450679,30
0.4595305066450679,30
0.47828065260596303,30
0.47828065260596303,30
0.47828065260596303,30
0.5227834994254991,31
0.518333563086496,31
0.5292340163197408,31
0.5031459468947361,31
0.5031459468947361,31
0.5321245302137085,31
0.5321245302137085,31
0.5321245302137085,31
0.5227744984812202,31
0.5183245621422171,31
0.5239395779483368,31
0.4978515085233321,31
0.4978515085233321,31
0.5268300918423046,31
0.5268300918423046,31
0.5268300918423046,31
0.8194982735007622,32
0.8194982735007622,32
0.8194982735007622,32
0.6497025934429647,32
0.6497025934429647,32
0.8194982735007622,32
0.8194982735007622,32
0.8194982735007622,32
0.8273388586059823,33
0.6596241796436544,33
0.8273388586059823,33
0.6528568824453117,33
0.6528568824453117,33
0.8273388586059823,33
0.8273388586059823,33
0.8273388586059823,33
0.8167140445566549,33
0.664721854268,33
0.8167140445566549,33
0.6598807656390515,33
0.6598807656390515,33
0.8167140445566549,33
0.8167140445566549,33
0.8167140445566549,33
0.6517567825932028,34
0.522748121025765,34
0.6678136290736205,34
0.5185263051270512,34
0.5185263051270512,34
0.661330307038169,34
0.661330307038169,34
0.661330307038169,34
0.7257306631816957,34
0.5927841441193606,34
0.7417875096621134,34
0.5571842177091634,34
0.5571842177091634,34
0.7353041876266618,34
0.7353041876266618,34
0.7353041876266618,34
0.7811906342684022,35
0.7669131272175913,35
0.7605620947272503,35
0.6108245674586786,35
0.6108245674586786,35
0.6108245674586786,35
0.7669131272175913,35
0.7669131272175913,35
0.3850461253316956,36
0.37160309692209254,36
0.3850461253316956,36
0.4901810086293018,36
0.4901810086293018,36
0.3850461253316956,36
0.3850461253316956,36
0.4901810086293018,36
0.4672861364910608,37
0.3752583675639179,37
0.4672861364910608,37
0.371384320265412,37
0.371384320265412,37
0.371384320265412,37
0.4672861364910608,37
0.4672861364910608,37
0.3675616882122615,37
0.4570507892512364,37
0.3675616882122615,37
0.4602266278830314,37
0.4602266278830314,37
0.4602266278830314,37
0.3675616882122615,37
0.3675616882122615,37
0.3468980455848128,37
0.44092740286543697,37
0.3468980455848128,37
0.4468158466620602,37
0.4468158466620602,37
0.4468158466620602,37
0.3468980455848128,37
0.3468980455848128,37
0.3490697131247023,38
0.2730379326786801,38
0.2835223655157927,38
0.2696825994650284,38
0.2696825994650284,38
0.3490697131247023,38
0.3490697131247023,38
0.3490697131247023,38
0.3323585444483506,38
0.3415419795791619,38
0.35490007012194186,38
0.3296268876045705,38
0.3296268876045705,38
0.3385391484632158,38
0.3385391484632158,38
0.3385391484632158,38
0.3393300960063892,39
0.24337385415917037,39
0.33737365448326206,39
0.331193050468397,39
0.331193050468397,39
0.331193050468397,39
0.3386335347959353,39
0.3386335347959353,39
0.01223705222585959,23
0.01223705222585959,23
0.01223705222585959,23
0.01223705222585959,23
0.01223705222585959,23
0.01223705222585959,23
0.01223705222585959,23
0.01223705222585959,23
0.017432974119582233,24
0.017432974119582233,24
0.017432974119582233,24
0.017432974119582233,24
0.017432974119582233,24
0.017432974119582233,24
0.017432974119582233,24
0.017432974119582233,24
0.035514341012054265,25
0.035514341012054265,25
0.035514341012054265,25
0.035514341012054265,25
0.035514341012054265,25
0.035514341012054265,25
0.035514341012054265,25
0.035514341012054265,25
0.025633746644799622,26
0.025633746644799622,26
0.025633746644799622,26
0.025633746644799622,26
0.025633746644799622,26
0.025633746644799622,26
0.025633746644799622,26
0.025633746644799622,26
0.010641043287642166,28
0.010641043287642166,28
0.011843749301172237,28
0.010641043287642166,28
0.010641043287642166,28
0.010641043287642166,28
0.010641043287642166,28
0.010641043287642166,28
0.010641043287642166,28
0.08354892640684584,28
0.08354892640684584,28
0.08354892640684584,28
0.08354892640684584,28
0.09926431573307522,28
0.08354892640684584,28
0.08354892640684584,28
0.08354892640684584,28
0.09086466155588296,28
0.09086466155588296,28
0.09086466155588296,28
0.40319113746280455,29
0.4285372031775671,29
0.3495188769450994,29
0.3495188769450994,29
0.3495188769450994,29
0.41332622539977526,29
0.41332622539977526,29
0.41332622539977526,29
0.42166925464164917,29
0.44701532035641167,29
0.36799699412394404,29
0.36799699412394404,29
0.36799699412394404,29
0.4318043425786198,29
0.4318043425786198,29
0.4318043425786198,29
0.3744789228530135,30
0.3866448386533321,30
0.3659136150983187,30
0.35961806930429413,30
0.35961806930429413,30
0.37599487141807186,30
0.37599487141807186,30
0.37599487141807186,30
0.5815177657064797,31
0.5770678293674767,31
0.5800135689738964,31
0.5425362068738597,31
0.5425362068738597,31
0.593279873852338,31
0.593279873852338,31
0.593279873852338,31
0.47654198247066404,32
0.49081948952147486,32
0.4862200038337153,32
0.3875712865459963,32
0.3875712865459963,32
0.47654198247066404,32
0.47654198247066404,32
0.47654198247066404,32
0.5238247061084079,32
0.5238247061084079,32
0.5404470997410856,32
0.44691531468498347,32
0.44691531468498347,32
0.5238247061084079,32
0.5238247061084079,32
0.5238247061084079,32
0.5733815426335503,33
0.48088072219850597,33
0.596184540281093,33
0.4694890049631241,33
0.4694890049631241,33
0.5733815426335503,33
0.5733815426335503,33
0.5733815426335503,33
0.6171310578505669,33
0.5246302374155225,33
0.6399340554981098,33
0.5019532872838739,33
0.5019532872838739,33
0.6171310578505669,33
0.6171310578505669,33
0.6171310578505669,33
0.6971849241592429,34
0.5814669320511509,34
0.7132417706396607,34
0.580895318849112,34
0.580895318849112,34
0.7067584486042091,34
0.7067584486042091,34
0.7067584486042091,34
0.7103484542197332,34
0.5711763566608539,34
0.7264053007001512,34
0.5812352963985906,34
0.5812352963985906,34
0.7199219786646996,34
0.7199219786646996,34
0.7199219786646996,34
0.8281634803064225,35
0.8138859732556116,35
0.80103489577759,35
0.6131901047681184,35
0.6131901047681184,35
0.6131901047681184,35
0.8138859732556116,35
0.8138859732556116,35
0.8128877936368056,35
0.8012938814472911,35
0.7884428039692695,35
0.6347664578143288,35
0.6347664578143288,35
0.6347664578143288,35
0.8012938814472911,35
0.8012938814472911,35
0.40067946326883686,37
0.40067946326883686,37
0.40932647741566575,37
0.40067946326883686,37
0.4191414538756828,37
0.4191414538756828,37
0.4191414538756828,37
0.40067946326883686,37
0.40067946326883686,37
0.40738730289045655,37
0.4594583998106792,37
0.40738730289045655,37
0.4644202812467757,37
0.4644202812467757,37
0.4644202812467757,37
0.40738730289045655,37
0.40738730289045655,37
0.3359413327392865,38
0.4235945458269677,38
0.45192804776876394,38
0.44324429753101874,38
0.44324429753101874,38
0.3421219367541516,38
0.3421219367541516,38
0.3421219367541516,38
0.4436290433567775,39
0.32411313891724985,39
0.44167260183365037,39
0.43549199781878534,39
0.43549199781878534,39
0.43549199781878534,39
0.4429324821463236,39
0.4429324821463236,39
0.010390220761570059,23
0.010390220761570059,23
0.010390220761570059,23
0.010390220761570059,23
0.010390220761570059,23
0.010390220761570059,23
0.010390220761570059,23
0.010390220761570059,23
0.008653258684963694,24
0.008653258684963694,24
0.008653258684963694,24
0.008653258684963694,24
0.008653258684963694,24
0.008653258684963694,24
0.008653258684963694,24
0.008653258684963694,24
0.008653258684963694,24
0.040928642199360744,25
0.040928642199360744,25
0.040928642199360744,25
0.040928642199360744,25
0.040928642199360744,25
0.040928642199360744,25
0.040928642199360744,25
0.040928642199360744,25
0.040928642199360744,25
0.040928642199360744,25
0.040928642199360744,25
0.040928642199360744,25
0.040928642199360744,25
0.040928642199360744,25
0.08513350137655584,26
0.08513350137655584,26
0.08513350137655584,26
0.08513350137655584,26
0.08513350137655584,26
0.08513350137655584,26
0.08513350137655584,26
0.08513350137655584,26
0.01700155842784197,27
0.01700155842784197,27
0.01700155842784197,27
0.01700155842784197,27
0.01700155842784197,27
0.01700155842784197,27
0.01700155842784197,27
0.01700155842784197,27
0.01700155842784197,27
0.01700155842784197,27
0.01700155842784197,27
0.01700155842784197,27
0.013418413708786284,28
0.013418413708786284,28
0.026342013388352948,28
0.026342013388352948,28
0.013418413708786284,28
0.013418413708786284,28
0.013418413708786284,28
0.013418413708786284,28
0.013418413708786284,28
0.013418413708786284,28
0.08268040802139527,29
0.10616442851043029,29
0.05735206586636157,29
0.05735206586636157,29
0.05735206586636157,29
0.10294678047186129,29
0.10294678047186129,29
0.10294678047186129,29
0.1947382861082787,30
0.20270261209015764,30
0.1824740560650329,30
0.18369810151030827,30
0.18369810151030827,30
0.19378293335278665,30
0.19378293335278665,30
0.19378293335278665,30
0.35580314408208535,31
0.35580314408208535,31
0.3458993888625164,31
0.3458993888625164,31
0.3458993888625164,31
0.3458993888625164,31
0.3458993888625164,31
0.3689541477028992,31
0.3460951235508079,31
0.3460951235508079,31
0.3607767227937675,31
0.3607767227937675,31
0.3607767227937675,31
0.5204468374257989,32
0.5204468374257989,32
0.5204468374257989,32
0.5204468374257989,32
0.5204468374257989,32
